fid,pc11_state,pc11_distr,pc11_subdi,town_villa,year,Rainfed_cropland,Herbaceous_cover_cropland,Tree_or_shrub_cover_cropland,Irrigated_cropland,Open_evergreen_broadleaved_forest,Closed_evergreen_broadleaved_forest,Open_deciduous_broadleaved_forest,Closed_deciduous_broadleaved_forest,Open_evergreen_needle_leaved_forest,Closed_evergreen_needle_leaved_forest,Open_deciduous_needle_leaved_forest,Closed_deciduous_needle_leaved_forest,Open_mixed_leaf_forest,Closed_mixed_leaf_forest,Shrubland,Evergreen_shrubland,Deciduous_shrubland,Grassland,Lichens_and_mosses,Sparse_vegetation,Sparse_shrubland,Sparse_herbaceous,Swamp,Marsh,Flooded_flat,Saline,Mangrove,Salt_marsh,Tidal_flat,Impervious_surfaces,Bare_areas,Consolidated_bare_areas,Unconsolidated_bare_areas,Water_body,Permanent_ice_and_snow,Filled_value
629345,30,585,05613,Velguem,2010,0.50,0.26,,0.60,7.99,101.06,13.95,182.38,0.60,121.75,,,0.60,,,,,0.17,,0.01,,,0.97,5.16,0.06,,,,,1.72,0.08,,,6.18,,
629356,30,585,05613,Xelopo-Curdo,2010,1.64,1.12,,0.52,5.14,129.07,8.03,145.36,0.17,156.77,,,0.67,,0.09,,,2.24,,0.09,,,0.09,1.12,,,,,,0.17,0.17,,,0.69,,
629357,30,585,05613,Siranguli,2010,0.78,2.46,,,1.66,199.55,2.34,49.36,0.17,57.04,,,1.17,,,,,0.09,,,,,,,,,,,,,,,,,,
629358,30,585,05613,Sirsodem,2010,0.43,3.14,,0.34,2.79,165.26,4.30,69.69,0.09,50.70,,,0.99,,0.17,,,,,,,,,,,,,,,0.43,,,,,,
629359,30,585,05613,Assodem,2010,0.52,1.21,,0.52,0.52,344.00,3.56,74.61,0.17,80.83,,,0.26,,,,,,,,,,,,,,,,,0.09,,,,,,
629360,30,585,05613,Govanem,2010,,,,,1.06,225.20,7.44,53.99,0.52,137.74,,,0.34,,,,,1.55,,,,,,,0.34,,,,,,,,,,,
629361,30,585,05613,Malpona,2010,0.26,0.26,,,0.95,98.99,4.39,140.41,0.09,130.05,,,0.69,,0.17,,,3.54,,,,,,,,,,,,0.09,,,,,,
629362,30,585,05613,Ambeli,2010,0.09,,,0.17,0.93,55.10,3.21,38.87,,115.64,,,0.60,,,,,0.01,,,,,,,,,,,,,,,,,,
629363,30,585,05613,Melauli,2010,0.34,,,1.38,9.15,277.29,17.79,533.56,0.26,775.81,0.09,,1.39,,0.09,,,1.12,,0.17,,,2.20,3.16,,,,,,0.69,,,,,,
629364,30,585,05613,Conquirem,2010,5.09,1.03,,0.26,1.03,114.52,4.19,245.41,0.26,450.57,,,0.52,,1.12,,,3.45,,0.17,,,1.21,2.04,0.89,,,,,1.47,0.09,,,5.11,,
629376,30,585,05614,Gangem,2010,0.55,,,1.20,0.95,181.32,8.38,98.03,0.43,243.76,,,0.69,,0.09,,,,,,,,0.47,0.97,0.40,,,,,0.26,,,,4.48,,
629397,30,585,05614,Usgao,2010,30.14,2.59,,27.16,16.45,369.47,49.75,1248.40,0.78,710.97,0.20,,4.10,,2.85,,,23.08,,0.26,,,15.73,33.01,11.97,,,,,61.52,1.00,,,60.06,,
629472,30,586,05617,Undorna,2010,0.90,2.81,,1.47,6.05,55.47,6.51,345.14,0.17,103.54,,,0.69,,0.43,,,3.53,,,,,1.21,4.32,9.56,,,,,,,,,31.68,,
629493,30,586,05617,Sulcorna,2010,1.58,0.94,,1.21,5.94,466.83,20.12,326.47,0.92,449.24,0.09,,6.40,,0.43,12.46,,4.36,,,,,,,,,,,,0.52,,,,,,
629495,30,586,05617,Cazur,2010,1.21,2.59,,0.35,4.48,433.95,20.49,95.89,0.69,104.58,0.17,,24.15,,0.09,17.09,,,,,,,,,,,,,,,,,,,,
629496,30,586,05617,Mangal,2010,1.56,1.56,,0.35,7.22,774.15,18.77,116.74,0.86,191.84,1.04,,17.23,,0.17,28.82,,0.35,,,,,,,,,,,,0.09,,,,,,
629500,30,586,05618,Piliem,2010,16.60,5.77,,4.47,4.61,274.05,8.96,645.60,0.17,213.52,,,2.49,,5.43,,,50.09,,,,,1.13,8.21,0.54,,,,,17.23,0.09,,,0.79,,
629501,30,586,05618,Darbandora,2010,37.66,14.70,,14.86,19.27,845.80,52.24,1741.11,1.55,1596.36,0.09,,13.90,,9.49,,,91.56,,0.43,,,2.70,9.50,5.02,,,,,3.88,0.35,,,4.21,,
629502,30,586,05618,Sancordem,2010,0.17,0.17,,2.07,0.26,347.03,9.06,88.53,1.12,343.09,,,0.35,,0.09,,,4.14,,,,,,,,,,,,,,,,,,
629503,30,586,05618,Aglote,2010,4.65,6.38,,2.77,7.21,261.77,23.18,596.55,0.69,734.37,0.26,0.09,1.64,,1.90,,,12.91,,0.43,,,0.89,1.32,0.26,,,,,2.15,,,,0.17,,
629504,30,586,05618,Surla,2010,3.19,1.73,,6.64,15.15,4736.53,43.92,562.92,1.55,1098.88,0.34,,41.23,,0.43,,,0.52,,,,,0.02,,,,,,,0.51,,,,,,
629505,30,586,05618,Molem,2010,3.24,0.65,,20.83,6.79,1894.03,44.63,586.01,1.24,1171.80,0.09,,17.97,,0.70,,,7.35,,,,,,0.01,0.00,,,,,4.55,,,,,,
629506,30,586,05618,Caranzol,2010,1.12,,,3.54,5.96,2261.48,18.83,124.50,0.19,143.60,0.08,,13.22,,0.60,,,5.33,,,,,,0.35,,,,,,,,,,,,
629507,30,586,05618,Colem,2010,17.61,9.76,,7.60,13.46,953.62,31.25,908.45,0.83,1006.44,0.01,,4.08,,3.21,,,37.54,,0.43,,,1.73,3.79,4.05,,,,,14.32,0.26,,,4.31,,
629508,30,586,05618,Sigao,2010,24.02,10.04,,6.39,11.55,306.45,26.99,1047.75,0.95,646.27,,,2.80,,4.41,,,64.11,,0.09,,,0.69,5.11,5.95,,,,,1.98,0.60,,,3.13,,
629509,30,586,05618,Sangod,2010,16.02,7.05,,13.21,12.59,391.16,36.31,1358.97,1.90,1056.13,0.52,,4.66,,7.22,,,66.51,,0.34,,,1.99,4.01,3.11,,,,,4.27,0.69,,,1.53,,
629510,30,586,05618,Cormonem,2010,0.27,,,1.38,2.56,29.39,5.18,264.84,0.26,122.88,,,0.35,,0.09,,,0.69,,0.09,,,0.43,0.18,,,,,,0.26,,,,,,
629511,30,586,05618,Codli,2010,107.37,20.23,,20.41,27.51,187.78,41.41,1228.16,1.04,462.58,,,2.85,,17.77,,,142.47,,0.43,,,0.54,11.59,22.96,,,,,5.18,4.14,,,50.02,,
629514,30,586,05618,Bandoli,2010,20.68,6.08,,4.05,12.05,98.40,16.13,602.58,0.43,253.26,,,1.00,,5.29,,,23.68,,,,,0.26,0.34,9.99,,,,,3.45,0.69,,,1.38,,
629517,30,586,05618,Santona,2010,97.26,17.13,,11.29,14.57,7.25,8.88,506.27,0.26,128.83,,,1.85,,18.27,,,96.66,,1.29,,,,2.85,23.15,,,,,8.21,7.09,,,14.05,,
629518,30,586,05618,Calem,2010,3.78,3.29,,12.32,12.53,767.04,26.75,1539.70,0.43,1230.56,,,4.66,,1.19,,,11.57,,,,,0.17,0.60,,,,,,1.12,,,,,,
629519,30,586,05618,Sonauli,2010,0.60,0.17,0.04,1.38,6.39,2417.50,21.02,101.62,0.52,125.77,0.35,,8.36,,,,,0.09,,,,,,,,,,,,0.09,,,,,,
629520,30,586,05618,Boma,2010,,,,,0.35,787.68,2.75,7.95,,18.18,0.09,,2.59,,0.17,,,,,,,,,,,,,,,,,,,,,
629521,30,586,05618,Oxel,2010,,,,,0.09,1003.21,2.23,21.12,,29.24,,,0.16,,,,,,,,,,,,,,,,,,,,,,,
629522,30,586,05618,Dongurli,2010,0.17,,,,0.55,886.75,4.91,49.67,,156.64,,,0.08,,,,,0.09,,,,,,,,,,,,,,,,,,
629523,30,586,05618,Patiem,2010,22.55,4.34,,5.21,4.53,798.46,9.47,209.72,0.41,169.46,,,2.31,,3.15,,,25.39,,0.09,,,,1.33,4.66,,,,,0.85,0.17,,,7.22,,
629524,30,586,05618,Maulinguem,2010,1.98,2.41,,,5.30,209.12,5.25,168.90,0.35,113.76,0.09,,1.52,,0.52,,,4.37,,0.26,,,,1.85,2.14,,,,,0.17,0.09,,,3.50,,
629525,30,586,05618,Dudal,2010,1.27,0.34,,,4.78,85.18,10.46,393.85,0.26,214.41,,,0.14,,0.25,,,6.23,,,,,0.09,0.74,1.12,,,,,0.09,,,,3.75,,
629531,30,586,05618,Xelpem,2010,0.70,,,0.52,6.25,22.83,3.72,181.79,,68.82,,,1.30,,0.17,,,0.38,,0.26,,,3.28,8.05,9.68,,,,,1.45,,,,86.81,,
629532,30,586,05618,Salauli,2010,3.11,3.02,0.09,0.43,4.86,88.88,14.77,348.03,0.17,189.73,,,0.26,,0.78,,,1.90,,,,,1.47,15.10,58.83,,,,,,,,,307.18,,
629533,30,586,05618,Uguem,2010,16.72,2.51,,6.73,19.05,179.19,30.39,903.97,0.86,523.51,0.17,,5.13,,1.98,,,2.97,,0.35,,,0.95,5.35,11.79,,,,,7.34,0.17,,,44.78,,
629534,30,586,05618,Tudou,2010,31.06,11.91,,5.49,8.82,651.06,18.04,248.85,0.86,287.96,0.09,,2.46,,11.97,,,40.01,,0.17,,,0.35,0.47,5.44,,,,,0.53,1.21,,,2.70,,
629535,30,586,05618,Potrem,2010,3.36,1.79,,0.95,6.25,1704.06,20.06,138.14,1.12,254.44,0.26,,13.92,,1.80,0.26,,8.77,,,,,,0.02,,,,,,,,,,,,
629536,30,586,05618,Bati,2010,4.09,1.04,,5.44,8.68,1433.73,43.54,514.86,1.47,820.36,,,12.56,,0.69,,,6.30,,,,,0.35,0.41,,,,,,0.78,,,,0.26,,
629537,30,586,05618,Cumbari,2010,0.60,0.17,,0.81,2.38,2418.65,12.36,85.48,0.17,202.53,0.35,,5.72,,0.09,,,0.09,,,,,,,,,,,,0.09,,,,,,
629538,30,586,05618,Viliena,2010,0.26,,,6.45,2.94,78.45,5.64,125.29,0.35,171.35,,,1.30,,,,,0.17,,,,,,,,,,,,0.09,,,,,,
629539,30,586,05618,Dongor,2010,,,,0.26,0.30,737.80,2.40,18.08,,80.87,0.09,,0.72,,,,,,,,,,,,,,,,,,,,,,,
629540,30,586,05618,Naiquinim,2010,2.59,0.78,,9.42,10.38,286.07,37.65,855.75,1.04,519.96,0.17,,2.48,,0.69,,,4.06,,,,,6.64,35.33,54.23,,,,,1.81,,,,107.09,,
629541,30,586,05618,Porteem,2010,0.26,,,1.98,3.02,193.53,20.73,234.36,0.09,362.38,,,1.10,,0.86,,,0.09,,0.09,,,1.38,14.20,64.45,,,,,,,,,326.39,,
629542,30,586,05618,Curdi,2010,0.95,0.43,,0.43,5.96,277.20,25.23,416.32,0.78,209.26,2.94,,6.65,,0.60,,,9.50,,0.22,,,2.16,20.95,71.19,,,,,,0.26,,,375.80,,
629546,30,586,05618,Vichundrem,2010,0.78,,,9.50,5.04,180.19,25.83,262.07,0.52,577.60,0.17,,1.81,,1.47,19.35,,3.20,,,,,,,,,,,,,,,,,,
629547,30,586,05618,Sigonem,2010,,,,,0.26,2063.41,2.95,7.86,,24.76,0.09,,2.33,,,2.51,,,,,,,,,,,,,,,,,,,,
629548,30,586,05618,Netorli,2010,3.71,0.86,,32.74,13.64,2120.16,76.19,474.40,1.81,1322.80,0.52,,15.88,,0.26,131.09,,1.73,,,,,0.17,,,,,,,0.69,,,,,,
629549,30,586,05618,Nundem,2010,2.59,2.51,,0.52,3.20,553.56,19.05,81.61,0.17,157.76,0.81,,5.42,,,17.31,,,,,,,,,,,,,,0.09,,,,,,
629550,30,586,05618,Verlem,2010,2.16,2.77,,1.30,17.82,3321.73,103.59,287.53,1.21,476.26,3.80,,44.32,,2.41,185.28,,6.74,,,,,,,,,,,,0.09,,,,,,4.71
629556,30,586,05619,Gaodongrem,2010,102.35,88.41,3.06,19.70,84.25,1495.82,163.48,2768.33,4.61,1255.76,1.70,0.35,193.33,,4.73,282.33,,1.28,,0.43,,,0.78,0.68,,,,,,2.39,0.52,,,,,11.87
629557,30,586,05619,Poinguinim,2010,71.48,34.62,23.24,48.25,36.70,339.69,100.31,1429.53,3.57,771.31,1.64,0.35,18.36,,3.40,9.45,,76.96,0.52,0.17,,,2.93,5.06,1.00,,,,,19.03,,,,6.67,,2.33
629559,30,586,05619,Cotigao,2010,81.54,43.28,7.95,16.99,34.08,6881.37,229.51,1015.21,5.53,2490.95,3.12,2.68,101.39,,1.28,143.66,,2.43,,,,,,,,,,,,1.30,,,,,,15.08
629225,30,585,05610,Penha-de-Franca,2011,23.01,2.24,,20.50,4.88,4.05,6.40,264.60,0.17,16.13,0.09,,0.69,,2.33,,,1.90,,0.09,,,0.26,4.81,2.32,,,,,109.93,,,,22.73,,
629226,30,585,05610,Salvador do Mundo,2011,58.58,1.21,,32.06,13.94,59.78,27.19,579.44,0.17,187.86,,,1.03,,0.95,,,8.36,,0.26,,,5.46,79.21,34.79,,,,0.17,25.28,1.06,,,87.81,,
629231,30,585,05611,Chorao,2011,121.18,24.88,0.43,54.53,13.82,14.82,13.26,804.55,1.74,48.39,,,2.15,,8.97,,,14.97,,0.95,,,45.72,142.60,68.20,,,,0.69,6.72,1.32,,,372.23,,
629234,30,585,05611,Navelim,2011,9.23,2.54,,28.22,3.79,2.35,5.85,178.21,0.43,3.56,0.09,,1.38,,0.43,,,5.09,,0.60,,,12.79,133.92,28.54,,,,,1.49,0.64,,,234.82,,
629255,30,585,05611,Chimbel,2011,8.16,0.31,,4.33,2.35,0.79,11.71,249.86,,73.46,,,0.09,,0.73,,,6.53,,,,,,7.31,2.06,,,,,45.08,0.17,,,86.03,,
629261,30,585,05611,Panaji,2011,154.00,17.22,,219.87,18.86,22.01,41.75,1147.35,1.38,140.21,0.17,,2.41,,10.14,,,38.21,,0.68,,,8.36,131.75,36.63,,,,8.71,477.95,2.15,,,249.76,,
629292,30,585,05613,Siroli,2011,0.31,0.09,,3.36,2.33,145.20,11.64,110.33,0.37,57.19,0.09,,2.04,,,,,,,,,,,0.09,,,,,,0.09,,,,,,
629293,30,585,05613,Anjunem,2011,,,,,0.60,133.79,3.06,12.94,0.17,9.40,0.26,,0.68,,0.34,,,,,,,,0.75,5.08,10.34,,,,,,,,,21.52,,
629294,30,585,05613,Quelaudem,2011,,,,,0.52,244.41,1.73,12.84,,18.87,2.04,,2.44,,,,,,,,,,1.06,3.53,2.77,,,,,,,,,11.33,,
629295,30,585,05613,Ponsuli,2011,0.34,,,0.60,1.78,253.72,10.13,24.03,0.09,36.77,0.69,,2.67,,0.26,,,,,,,,0.24,1.43,1.64,,,,,,,,,,,
629296,30,585,05613,Choraundem,2011,2.62,1.38,,0.69,12.95,361.46,14.25,163.59,0.60,45.99,3.27,,18.53,,,,,,,,,,,,,,,,,0.52,,,,,,
629297,30,585,05613,Ivrem-Buzruco,2011,9.11,4.34,,0.97,12.25,189.47,6.03,201.39,0.17,37.06,0.09,,23.00,,,0.09,,0.09,,,,,,,,,,,,1.21,,,,,,
629298,30,585,05613,Ivrem-Curdo,2011,4.55,1.95,,1.10,3.83,184.54,5.70,89.31,0.09,69.99,,,4.35,,,,,,,,,,,,,,,,,0.52,,,,,,
629299,30,585,05613,Golauli,2011,0.64,,,0.84,6.88,428.63,9.72,117.75,0.26,52.66,0.78,,20.87,,,,,,,,,,,,,,,,,0.09,,,,,,
629300,30,585,05613,Surla,2011,0.25,0.34,,0.10,7.08,1101.67,23.82,213.46,0.17,65.71,4.43,0.09,53.53,,0.26,,,3.60,,,,,,,,,,,,1.29,,,,,,
629301,30,585,05613,Satrem,2011,0.10,0.03,,0.42,6.20,1912.09,15.52,114.36,0.43,58.05,3.32,,35.66,,,0.17,,,,,,,,,,,,,,0.09,,,,,,
629302,30,585,05613,Derodem,2011,,,,0.17,2.07,1207.27,6.82,69.38,0.17,46.27,0.17,,4.48,,0.16,,,1.78,,,,,,,,,,,,0.09,,,,,,
629303,30,585,05613,Codal,2011,0.17,,,0.43,4.65,1046.37,12.16,95.04,0.13,136.99,0.69,,11.64,,,,,0.09,,,,,,,,,,,,0.26,,,,,,
629304,30,585,05613,Rivem,2011,0.17,,,0.90,4.72,326.71,11.82,69.28,0.34,90.07,0.17,,7.74,,,0.09,,,,,,,,,,,,,,0.09,,,,,,
629305,30,585,05613,Dongurli,2011,15.43,3.10,,15.51,12.35,189.19,21.73,386.15,0.43,173.38,,0.09,8.17,,,0.09,,,,0.09,,,,,,,,,,4.83,,,,,,
629306,30,585,05613,Pale,2011,1.38,0.60,,1.51,7.11,380.54,9.03,265.37,0.86,90.92,1.72,,16.78,,0.09,,,0.17,,,,,,,,,,,,1.32,,,,,,
629307,30,585,05613,Gululem,2011,0.34,,,0.26,0.54,605.37,2.45,19.67,0.17,31.16,0.86,,1.81,,0.69,,,,,0.26,,,2.69,11.32,14.03,,,,,,0.34,,,86.67,,
629308,30,585,05613,Querim,2011,0.38,0.09,,3.10,5.36,748.78,26.34,226.20,0.35,208.14,0.17,,5.30,,,,,,,0.43,,,1.12,0.52,,,,,,5.00,,,,0.34,,
629310,30,585,05613,Saleli,2011,14.62,2.16,,6.25,7.67,188.46,13.27,495.76,0.60,130.88,0.43,,5.14,,2.16,,,1.38,,,,,,,,,,,,1.94,,,,,,
629311,30,585,05613,Zormen,2011,0.17,0.09,,0.69,9.57,385.48,24.42,207.28,1.63,100.05,1.38,,21.67,,,,,,,,,,,,,,,,,0.43,,,,,,
629312,30,585,05613,Dabem,2011,1.21,0.26,,1.18,4.90,148.27,9.41,130.23,0.12,86.37,,,4.14,,,,,,,,,,,,,,,,,1.12,,,,,,
629313,30,585,05613,Compordem,2011,5.21,1.41,,5.54,9.28,234.46,10.94,349.63,0.70,90.97,0.26,,13.72,,,,,,,,,,,,,,,,,2.41,,,,,,
629314,30,585,05613,Edorem,2011,0.69,0.09,,1.19,1.85,33.04,5.14,44.82,0.17,57.30,,,0.32,,,,,,,,,,,,,,,,,,,,,,,
629315,30,585,05613,Naneli,2011,1.88,0.74,,4.71,7.63,114.86,13.41,311.49,0.52,176.31,0.09,,7.11,,,,,,,,,,,,,,,,,0.40,,,,,,
629316,30,585,05613,Carambolim-Brama,2011,1.29,0.17,,1.55,5.30,214.49,4.84,155.57,,112.09,0.09,,1.12,,0.09,,,,,,,,,,,,,,,0.17,,,,,,
629317,30,585,05613,Xelopo-Buzruco,2011,0.34,0.86,,1.87,1.83,28.76,3.64,101.34,,62.94,,,0.37,,,,,,,,,,,,,,,,,0.17,,,,,,
629318,30,585,05613,Sigonem,2011,0.09,0.43,,0.17,4.29,161.56,5.83,57.91,0.43,72.63,,,1.68,,,,,,,,,,,,,,,,,0.17,,,,,,
629319,30,585,05613,Maloli,2011,0.17,,,1.38,6.39,202.21,10.28,185.99,0.47,151.32,,,3.49,,,,,,,,,,,,,,,,,,,,,,,
629320,30,585,05613,Nanorem,2011,0.20,,,2.84,5.95,172.15,5.19,81.83,0.17,75.94,,,0.82,,,0.09,,,,,,,,,,,,,,0.17,,,,,,
629321,30,585,05613,Vainguinim,2011,,,,0.09,1.03,805.02,1.98,15.62,,12.77,0.26,,0.09,,,,,,,,,,0.09,,,,,,,,,,,,,
629322,30,585,05613,Zarani,2011,0.14,,,0.52,1.59,683.02,5.99,38.52,0.26,69.50,0.09,,5.30,,,,,,,1.29,,,1.23,0.58,,,,,,,,,,0.17,,
629323,30,585,05613,Ustem,2011,0.24,0.09,,1.30,7.63,150.86,5.13,150.17,0.52,101.20,,,0.17,,,,,,,0.83,,,0.37,2.63,,,,,,0.09,0.07,,,0.26,,
629324,30,585,05613,Davem,2011,0.34,0.34,,0.74,12.76,180.03,18.18,228.83,,170.57,,,4.12,,,,,0.09,,0.41,,,1.22,1.39,0.17,,,,,0.60,0.17,,,0.05,,
629325,30,585,05613,Bombedem,2011,,,,,0.60,18.96,0.69,14.02,,20.40,,,,,,,,,,,,,,,,,,,,,,,,,,
629326,30,585,05613,Ambedem,2011,0.22,0.26,,,1.17,28.95,1.78,37.53,0.09,45.16,,,0.09,,,,,,,,,,,,,,,,,0.21,,,,,,
629327,30,585,05613,Nagargao,2011,0.17,0.43,,0.91,3.34,41.15,2.14,83.60,,48.99,,,0.42,,,,,,,,,,,,,,,,,0.74,,,,,,
629328,30,585,05613,Satorem,2011,0.32,0.34,,1.30,2.27,34.43,2.73,91.04,0.07,67.39,,,0.20,,,,,,,,,,,,,,,,,0.17,,,,,,
629329,30,585,05613,Mauzi,2011,6.47,2.33,,8.12,7.68,120.76,12.53,291.23,0.48,171.93,0.09,,4.21,,0.09,,,0.17,,,,,,,,,,,,1.73,,,,,,
629330,30,585,05613,Buimpal,2011,5.11,0.52,,2.24,1.07,105.27,5.04,173.49,,119.10,,,,,0.17,,,0.60,,,,,,,,,,,,6.38,,,,,,
629331,30,585,05613,Cumarconda,2011,0.72,0.09,,0.96,0.66,150.11,12.13,137.03,,242.78,,,0.05,,,,,0.32,,,,,,,,,,,,,,,,,,
629339,30,585,05613,Sanvordem,2011,0.26,,,0.01,6.30,98.14,9.13,115.35,0.09,96.92,,,1.65,,,,,0.09,,0.41,,,1.09,1.72,,,,,,1.21,,,,0.38,,
629340,30,585,05613,Sonal,2011,0.99,,,1.87,5.39,67.04,6.70,135.88,0.17,89.08,,,1.55,,,,,0.09,,1.28,,,1.22,3.56,0.09,,,,,0.60,0.09,,,0.53,,
629341,30,585,05613,Codvol,2011,,,,0.26,0.90,819.26,2.72,22.67,,19.34,,,0.18,,,,,,,1.13,,,0.26,0.09,,,,,,,,,,,,
629342,30,585,05613,Pendral,2011,,,,0.95,1.98,1673.05,5.50,31.88,,62.49,0.09,,3.76,,,,,,,0.33,,,0.29,0.28,,,,,,,,,,0.00,,
629343,30,585,05613,Caranzol,2011,4.97,6.55,,3.64,17.41,2803.41,35.12,391.08,0.60,704.11,0.86,0.09,13.60,,0.09,0.34,,0.69,,2.11,,,1.61,1.65,,,,,,0.78,0.10,,,0.67,,
629344,30,585,05613,Carambolim-Bozruco,2011,0.26,0.43,,,15.46,208.66,11.69,114.60,,132.33,,,1.02,,,0.09,,,,,,,,,,,,,,0.09,,,,,,
629345,30,585,05613,Velguem,2011,0.76,0.34,,0.67,8.25,100.35,14.60,183.71,0.69,120.66,,,0.60,,,,,0.17,,1.45,,,0.63,4.16,0.13,,,,,1.29,0.08,,,5.51,,
629356,30,585,05613,Xelopo-Curdo,2011,1.47,1.29,,0.43,5.23,130.53,8.91,142.23,0.34,157.42,,,0.73,,0.09,,,2.15,,0.43,,,,0.95,,,,,,0.17,0.17,,,0.60,,
629357,30,585,05613,Siranguli,2011,0.69,2.55,,,1.66,197.57,2.80,49.39,0.17,58.48,,,1.24,,,,,0.09,,,,,,,,,,,,,,,,,,
629358,30,585,05613,Sirsodem,2011,0.52,3.05,,0.34,2.97,164.20,4.65,70.04,0.17,50.18,0.09,,1.53,,0.17,,,,,,,,,,,,,,,0.43,,,,,,
629359,30,585,05613,Assodem,2011,0.43,1.29,,0.43,0.86,343.70,2.93,73.25,0.17,82.94,,,0.17,,,,,,,,,,,,,,,,,0.09,,,,,,
629360,30,585,05613,Govanem,2011,0.17,,,,1.23,225.57,7.73,52.34,0.43,137.97,,,0.34,,0.09,,,1.55,,0.09,,,,,0.69,,,,,,,,,,,
629361,30,585,05613,Malpona,2011,0.26,0.09,,,0.95,98.82,4.56,140.23,0.09,129.88,,,0.69,,0.26,,,3.97,,,,,,,,,,,,0.09,,,,,,
629362,30,585,05613,Ambeli,2011,0.09,,,0.17,0.93,54.33,3.31,39.07,,116.12,,,0.60,,,,,0.01,,,,,,,,,,,,,,,,,,
629363,30,585,05613,Melauli,2011,0.34,,,0.95,9.24,272.09,17.69,535.71,0.26,778.69,0.09,,1.39,,0.09,,,1.29,,0.17,,,2.63,3.08,,,,,,0.78,,,,,,
629364,30,585,05613,Conquirem,2011,5.43,1.47,,0.26,1.03,114.09,4.40,246.35,0.34,448.62,,,0.43,,0.86,,,3.79,,0.23,,,1.20,1.79,0.74,,,,,2.07,0.09,,,5.24,,
629376,30,585,05614,Gangem,2011,0.55,,,1.20,0.95,181.32,8.21,97.86,0.43,243.93,,,0.69,,0.09,,,,,,,,0.34,1.10,0.40,,,,,0.43,,,,4.49,,
629397,30,585,05614,Usgao,2011,35.12,3.80,,26.52,15.76,368.10,49.79,1250.78,1.12,709.15,0.20,,4.10,,3.19,,,22.22,,2.27,,,14.94,35.02,12.18,,,,,60.39,1.00,,,53.84,,
629472,30,586,05617,Undorna,2011,0.99,2.90,,1.55,6.22,55.21,6.77,343.16,0.18,104.57,,,0.69,,0.43,,,3.53,,0.09,,,0.86,4.33,9.48,,,,,,,,,32.52,,
629493,30,586,05617,Sulcorna,2011,1.75,1.46,,1.12,5.95,466.78,20.12,323.88,0.84,449.53,0.09,,6.42,,0.52,12.46,,5.66,,,,,,,,,,,,0.95,,,,,,
629495,30,586,05617,Cazur,2011,1.21,2.68,,0.26,4.31,431.53,20.38,98.26,0.69,105.12,0.17,,23.95,,0.09,17.09,,,,,,,,,,,,,,,,,,,,
629496,30,586,05617,Mangal,2011,1.30,1.81,,0.43,7.31,774.15,18.68,116.18,0.78,192.36,0.95,0.17,17.17,,0.19,28.82,,0.43,,,,,,,,,,,,,,,,,,
629500,30,586,05618,Piliem,2011,17.84,5.60,,4.47,4.44,274.05,8.79,646.55,0.17,213.21,,,2.40,,5.00,,,50.52,,1.05,,,0.99,7.37,0.40,,,,,16.12,0.09,,,0.69,,
629501,30,586,05618,Darbandora,2011,35.24,16.43,,13.49,19.59,848.29,51.45,1735.65,1.55,1598.69,0.09,,13.90,,10.26,,,92.39,,1.99,,,2.27,8.48,6.20,,,,,4.40,0.17,,,4.14,,
629502,30,586,05618,Sancordem,2011,0.17,0.17,,2.07,0.26,346.65,9.06,88.44,1.12,343.56,,,0.35,,0.09,,,4.14,,,,,,,,,,,,,,,,,,
629503,30,586,05618,Aglote,2011,4.56,6.09,,2.68,7.42,261.18,23.70,596.67,0.78,733.73,0.26,0.09,1.55,,1.90,,,12.99,,0.57,,,0.89,1.58,0.17,,,,,2.76,,,,,,
629504,30,586,05618,Surla,2011,3.28,1.90,,6.20,15.64,4732.85,44.00,566.44,1.55,1097.87,0.34,,41.83,,0.52,,,0.52,,,,,0.02,,,,,,,0.59,,,,,,
629505,30,586,05618,Molem,2011,3.84,0.96,,20.32,6.98,1897.12,44.81,577.17,1.58,1176.78,0.09,,18.66,,0.62,,,7.53,,,,,,0.01,0.00,,,,,3.43,,,,,,
629506,30,586,05618,Caranzol,2011,1.12,,,3.45,6.99,2261.35,18.62,123.64,0.28,143.60,0.08,,13.65,,0.69,,,5.33,,,,,,,,,,,,,,,,,,
629507,30,586,05618,Colem,2011,16.92,8.93,,7.25,13.37,955.98,31.44,907.50,0.92,1007.40,0.01,,3.99,,2.70,,,38.93,,1.47,,,0.78,3.70,3.27,,,,,13.03,,,,5.18,,
629508,30,586,05618,Sigao,2011,22.63,9.10,,5.44,11.03,305.55,27.69,1044.79,1.04,648.85,,,2.97,,3.54,,,64.43,,0.60,,,0.61,4.24,9.58,,,,,1.90,0.26,,,5.03,,
629509,30,586,05618,Sangod,2011,18.80,7.25,,13.64,12.33,390.83,36.22,1349.30,1.98,1056.48,0.43,,4.83,,9.89,,,64.47,,1.47,,,1.73,4.00,6.99,,,,,5.12,0.69,,,1.70,,
629510,30,586,05618,Cormonem,2011,0.35,,,1.38,2.49,29.40,5.20,264.75,0.26,122.70,,,0.43,,0.09,,,0.69,,0.09,,,0.48,0.26,,,,,,0.26,,,,,,
